Anno;Codice Azienda;Tipo Azienda;Codice struttura;Subcodice;Denominazione Struttura/Stabilimento;Indirizzo;Codice tipo struttura;Descrizione tipo struttura;Codice disciplina;Descrizione disciplina;Tipo di Disciplina;N Reparti;Posti letto degenza ordinaria;Posti letto degenza a pagamento;Posti letto Day Hospital;Posti letto Day Surgery;Totale posti letto;address_MI;CAP;MUNICIPIO;ID_NIL;NIL;LONG_X_4326;LAT_Y_4326;Location
2010;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;37;OSTETRICIA E GINECOLOGIA;ACUTI;1;45;0;10;0;55;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2010;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;38;OTORINOLARINGOIATRIA;ACUTI;1;12;0;1;0;13;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2010;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;39;PEDIATRIA;ACUTI;1;22;0;5;0;27;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2010;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;40;PSICHIATRIA;ACUTI;2;27;0;6;0;33;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2010;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;43;UROLOGIA;ACUTI;2;16;0;6;0;22;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2010;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;49;TERAPIA INTENSIVA;ACUTI;1;6;0;0;0;6;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2010;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;50;UNITA` CORONARICA;ACUTI;1;6;0;0;0;6;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2010;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;52;DERMATOLOGIA;ACUTI;1;0;0;10;0;10;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2010;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;56;RECUPERO E RIABILITAZIONE;RIABILITAZIONE;1;10;0;0;0;10;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2010;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;62;NEONATOLOGIA;ACUTI;1;5;0;0;0;5;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2010;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;64;ONCOLOGIA;ACUTI;1;10;0;8;0;18;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2010;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;68;PNEUMOLOGIA;ACUTI;1;10;0;2;0;12;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;8;CARDIOLOGIA;ACUTI;1;20;0;0;0;20;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;9;CHIRURGIA GENERALE;ACUTI;3;75;0;4;0;79;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;10;CHIRURGIA MAXILLO FACCIALE;ACUTI;1;21;0;1;0;22;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;24;MALATTIE INFETTIVE E TROPICALI;ACUTI;1;15;0;5;0;20;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;26;MEDICINA GENERALE;ACUTI;6;138;0;11;0;149;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;29;NEFROLOGIA;ACUTI;1;10;0;2;0;12;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;32;NEUROLOGIA;ACUTI;1;20;0;0;0;20;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;33;NEUROPSICHIATRIA INFANTILE;ACUTI;1;0;0;5;0;5;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;34;OCULISTICA;ACUTI;1;5;0;8;0;13;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;35;ODONTOIATRIA E STOMATOLOGIA;ACUTI;1;0;0;2;0;2;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;36;ORTOPEDIA E TRAUMATOLOGIA;ACUTI;1;24;0;1;0;25;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;37;OSTETRICIA E GINECOLOGIA;ACUTI;1;45;0;8;0;53;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;38;OTORINOLARINGOIATRIA;ACUTI;1;12;0;1;0;13;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;39;PEDIATRIA;ACUTI;1;25;0;5;0;30;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;40;PSICHIATRIA;ACUTI;2;27;0;6;0;33;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;43;UROLOGIA;ACUTI;2;20;0;2;0;22;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;49;TERAPIA INTENSIVA;ACUTI;1;8;0;0;0;8;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;50;UNITA` CORONARICA;ACUTI;1;6;0;0;0;6;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;52;DERMATOLOGIA;ACUTI;1;0;0;8;0;8;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;56;RECUPERO E RIABILITAZIONE;RIABILITAZIONE;1;15;0;0;0;15;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;62;NEONATOLOGIA;ACUTI;1;8;0;0;0;8;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;64;ONCOLOGIA;ACUTI;1;10;0;8;0;18;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;68;PNEUMOLOGIA;ACUTI;1;10;0;2;0;12;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2011;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;99;CURE PALLIATIVE/HOSPICE;LUNGODEGENZA;1;2;0;0;0;2;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;2;DAY HOSPITAL;ACUTI;1;0;0;4;0;4;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;8;CARDIOLOGIA;ACUTI;1;20;0;0;0;20;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;9;CHIRURGIA GENERALE;ACUTI;3;68;0;0;3;71;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;10;CHIRURGIA MAXILLO FACCIALE;ACUTI;1;21;0;0;1;22;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;24;MALATTIE INFETTIVE E TROPICALI;ACUTI;1;15;0;2;0;17;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;26;MEDICINA GENERALE;ACUTI;6;112;0;1;0;113;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;29;NEFROLOGIA;ACUTI;1;10;0;0;0;10;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;32;NEUROLOGIA;ACUTI;1;10;0;0;0;10;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;33;NEUROPSICHIATRIA INFANTILE;ACUTI;1;0;0;5;0;5;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;34;OCULISTICA;ACUTI;1;0;0;0;8;8;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;35;ODONTOIATRIA E STOMATOLOGIA;ACUTI;1;0;0;0;2;2;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;36;ORTOPEDIA E TRAUMATOLOGIA;ACUTI;1;24;0;0;1;25;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;37;OSTETRICIA E GINECOLOGIA;ACUTI;1;45;0;0;8;53;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;38;OTORINOLARINGOIATRIA;ACUTI;1;12;0;0;1;13;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;39;PEDIATRIA;ACUTI;1;22;0;5;0;27;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;40;PSICHIATRIA;ACUTI;2;27;0;6;0;33;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;43;UROLOGIA;ACUTI;2;20;0;0;3;23;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;49;TERAPIA INTENSIVA;ACUTI;1;6;0;0;0;6;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;50;UNITA` CORONARICA;ACUTI;1;6;0;0;0;6;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;52;DERMATOLOGIA;ACUTI;1;0;0;5;0;5;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;56;RECUPERO E RIABILITAZIONE;RIABILITAZIONE;1;10;0;0;0;10;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;62;NEONATOLOGIA;ACUTI;1;5;0;0;0;5;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;64;ONCOLOGIA;ACUTI;1;10;0;2;0;12;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;68;PNEUMOLOGIA;ACUTI;1;10;0;0;0;10;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2012;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;99;CURE PALLIATIVE/HOSPICE;LUNGODEGENZA;1;2;0;0;0;2;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;2;DAY HOSPITAL;ACUTI;1;0;0;4;0;4;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;8;CARDIOLOGIA;ACUTI;1;20;0;0;0;20;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;9;CHIRURGIA GENERALE;ACUTI;2;64;0;0;3;67;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;10;CHIRURGIA MAXILLO FACCIALE;ACUTI;1;18;0;0;1;19;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;24;MALATTIE INFETTIVE E TROPICALI;ACUTI;1;15;0;2;0;17;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;26;MEDICINA GENERALE;ACUTI;6;108;0;1;0;109;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;29;NEFROLOGIA;ACUTI;1;5;0;0;0;5;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;32;NEUROLOGIA;ACUTI;1;8;0;0;0;8;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;33;NEUROPSICHIATRIA INFANTILE;ACUTI;1;0;0;5;0;5;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;34;OCULISTICA;ACUTI;1;0;0;0;8;8;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;35;ODONTOIATRIA E STOMATOLOGIA;ACUTI;1;0;0;0;2;2;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;36;ORTOPEDIA E TRAUMATOLOGIA;ACUTI;1;24;0;0;1;25;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;37;OSTETRICIA E GINECOLOGIA;ACUTI;1;45;0;0;8;53;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;38;OTORINOLARINGOIATRIA;ACUTI;1;8;0;0;1;9;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;39;PEDIATRIA;ACUTI;1;22;0;5;0;27;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;40;PSICHIATRIA;ACUTI;2;27;0;6;0;33;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;43;UROLOGIA;ACUTI;2;20;0;0;2;22;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;49;TERAPIA INTENSIVA;ACUTI;1;6;0;0;0;6;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;50;UNITA` CORONARICA;ACUTI;1;6;0;0;0;6;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;52;DERMATOLOGIA;ACUTI;1;0;0;5;0;5;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;56;RECUPERO E RIABILITAZIONE;RIABILITAZIONE;1;10;0;0;0;10;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;62;NEONATOLOGIA;ACUTI;1;5;0;0;0;5;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;64;ONCOLOGIA;ACUTI;2;12;0;2;0;14;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2013;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;68;PNEUMOLOGIA;ACUTI;1;10;0;0;0;10;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2014;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;2;DAY HOSPITAL;ACUTI;1;0;0;4;0;4;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
2014;970;2;30914;;OSPEDALE S. PAOLO - MILANO;VIA A. DI RUDINI', 8;1;Ospedale a gestione diretta;8;CARDIOLOGIA;ACUTI;1;20;0;0;0;20;Via DI RUDINI' ANTONIO 8;20142;6;46;BARONA;9.1580175;45.43346700000001;(45.43346700000001, 9.1580175)
